canonical_institution,sector,paper_count,oral_count,award_count,public_total_votes,votes_per_paper,visits_last_7_days,unique_partner_count,collaboration_pagerank,top_topic_groups,top_themes,top_clusters,top_partners
CONICET,Other / unknown,1,0,0,0,0.0,0,6,0.00011635,Deep Learning (1),"Agents, tools, and computer use (1); Diffusion, flow, and generative modeling (1); Multimodal, vision-language, and video (1); Safety, alignment, governance, and risk (1); Systems, efficiency, and compression (1)",3: diffusion / generative / diffusion models / generative models (1),Guangdong University of Technology (1); RIKEN (1); RIKEN AIP (1); RIKEN AIP/A*STAR (1); RIKEN Center for Advanced Intelligence Project (1); The University of Sydney (1)
RIKEN AIP/A*STAR,Other / unknown,1,0,0,0,0.0,0,6,0.00011635,Deep Learning (1),"Agents, tools, and computer use (1); Diffusion, flow, and generative modeling (1); Multimodal, vision-language, and video (1); Safety, alignment, governance, and risk (1); Systems, efficiency, and compression (1)",3: diffusion / generative / diffusion models / generative models (1),CONICET (1); Guangdong University of Technology (1); RIKEN (1); RIKEN AIP (1); RIKEN Center for Advanced Intelligence Project (1); The University of Sydney (1)
Pluralis AI,Other / unknown,1,0,0,0,0.0,0,3,0.00011628,Optimization (1),"Theory, optimization, and sampling (1)",22: gradient / networks / optimization / neural networks (1),Amazon (1); Pluralis Research (1); pluralis (1)
Pluralis Research,Other / unknown,1,0,0,0,0.0,0,3,0.00011628,Optimization (1),"Theory, optimization, and sampling (1)",22: gradient / networks / optimization / neural networks (1),Amazon (1); Pluralis AI (1); pluralis (1)
pluralis,Other / unknown,1,0,0,0,0.0,0,3,0.00011628,Optimization (1),"Theory, optimization, and sampling (1)",22: gradient / networks / optimization / neural networks (1),Amazon (1); Pluralis AI (1); Pluralis Research (1)
Paris Lodron Universität Salzburg,Other / unknown,1,0,0,0,0.0,0,6,0.00011605,Social Aspects (1),"Interpretability and mechanistic analysis (1); Safety, alignment, governance, and risk (1)",23: interpretability / accountability / transparency / transparency interpretability (1),"MBZUAI (1); Shanghai Jiao Tong University (1); University of Rochester (1); University of Toronto (1); Vrije Universiteit Brussel (1); imec-SMIT, Vrije Universiteit Brussel (1)"
"imec-SMIT, Vrije Universiteit Brussel",Other / unknown,1,0,0,0,0.0,0,6,0.00011605,Social Aspects (1),"Interpretability and mechanistic analysis (1); Safety, alignment, governance, and risk (1)",23: interpretability / accountability / transparency / transparency interpretability (1),MBZUAI (1); Paris Lodron Universität Salzburg (1); Shanghai Jiao Tong University (1); University of Rochester (1); University of Toronto (1); Vrije Universiteit Brussel (1)
Aignostics,Other / unknown,1,0,0,0,0.0,0,6,0.00011599,Deep Learning (1),Interpretability and mechanistic analysis (1),14: attention / transformers / transformer / context (1),"Google DeepMind (1); Max Planck / ELLIS (1); TU Berlin (1); Technical University of Munich (1); Technische Universität Berlin (1); University of Tübingen, Tübingen AI Center, IMPRS-IS, Helmholtz Munich, MCML (1)"
"University of Tübingen, Tübingen AI Center, IMPRS-IS, Helmholtz Munich, MCML",Academia,1,0,0,0,0.0,0,6,0.00011599,Deep Learning (1),Interpretability and mechanistic analysis (1),14: attention / transformers / transformer / context (1),Aignostics (1); Google DeepMind (1); Max Planck / ELLIS (1); TU Berlin (1); Technical University of Munich (1); Technische Universität Berlin (1)
"London School of Economics and Political Science, University of London",Academia,1,0,0,5,5.0,4,7,0.00011585,Reinforcement Learning (1),"Agents, tools, and computer use (1); RL for LLMs and verifiable rewards (1); Theory, optimization, and sampling (1)",7: reinforcement learning / reinforcement / policy / rl (1),Ludwig-Maximilians-Universität München (1); Mila (1); Peking University (1); U Oxford (1); UC Berkeley (1); University of Oxford (1); University of Zurich (1)
Hewlett Packard Enterprise,Other / unknown,1,0,0,0,0.0,0,3,0.00011575,Deep Learning (1),"Agents, tools, and computer use (1); Safety, alignment, governance, and risk (1); Systems, efficiency, and compression (1); Theory, optimization, and sampling (1)",28: position / ai / position paper / argues (1),Hewlett Packard enterprise (1); University of Chicago (1); hewlett packard enterprise (1)
Hewlett Packard enterprise,Other / unknown,1,0,0,0,0.0,0,3,0.00011575,Deep Learning (1),"Agents, tools, and computer use (1); Safety, alignment, governance, and risk (1); Systems, efficiency, and compression (1); Theory, optimization, and sampling (1)",28: position / ai / position paper / argues (1),Hewlett Packard Enterprise (1); University of Chicago (1); hewlett packard enterprise (1)
hewlett packard enterprise,Other / unknown,1,0,0,0,0.0,0,3,0.00011575,Deep Learning (1),"Agents, tools, and computer use (1); Safety, alignment, governance, and risk (1); Systems, efficiency, and compression (1); Theory, optimization, and sampling (1)",28: position / ai / position paper / argues (1),Hewlett Packard Enterprise (1); Hewlett Packard enterprise (1); University of Chicago (1)
Teleai,Other / unknown,1,0,0,11,11.0,3,7,0.00011549,Deep Learning (1),"Interpretability and mechanistic analysis (1); LLM reasoning and test-time compute (1); Systems, efficiency, and compression (1)",21: quantization / kv / memory / cache (1),"China Telecom (1); Dolby Laboratories (1); Institute of Artificial Intelligence (TeleAI), China Telecom (1); Shanghai Jiao Tong University (1); Sichuan University (1); TeleAI (1); University of Maryland, College Park (1)"
"Royal Holloway, University of London",Academia,1,0,0,0,0.0,0,5,0.00011524,Social Aspects (1),"Causality and data-centric ML (1); Memorization, evaluation, and generalization (1); Safety, alignment, governance, and risk (1)",28: position / ai / position paper / argues (1),"Indian Institute of Technology, Kanpur (1); King's College London (1); King's College London, University of London (1); South Asian University New Delhi, India (1); University of Sheffield (1)"
"South Asian University New Delhi, India",Academia,1,0,0,0,0.0,0,5,0.00011524,Social Aspects (1),"Causality and data-centric ML (1); Memorization, evaluation, and generalization (1); Safety, alignment, governance, and risk (1)",28: position / ai / position paper / argues (1),"Indian Institute of Technology, Kanpur (1); King's College London (1); King's College London, University of London (1); Royal Holloway, University of London (1); University of Sheffield (1)"
Gimlet Labs,Other / unknown,1,0,0,13,13.0,1,8,0.00011518,Applications (1),"LLM reasoning and test-time compute (1); Memorization, evaluation, and generalization (1); Systems, efficiency, and compression (1)",11: agent / agents / multi agent / multi (1),"Columbia University (1); Georgia Tech (1); Google DeepMind (1); Harvard University (1); MIT (1); University of California, Santa Cruz (1); University of Rochester (1); University of Texas at Austin (1)"
Royal Military College of Canada,Academia,1,0,0,6,6.0,11,3,0.00011506,Reinforcement Learning (1),"Agents, tools, and computer use (1); Multimodal, vision-language, and video (1); RL for LLMs and verifiable rewards (1)",7: reinforcement learning / reinforcement / policy / rl (1),"Insilico Medicine (1); Mila (1); École Polytechnique de Montréal, Université de Montréal (1)"
"AXXX, CogAILab",Other / unknown,1,0,0,30,30.0,3,3,0.00011488,Theory (1),"Agents, tools, and computer use (1); Memorization, evaluation, and generalization (1); Multimodal, vision-language, and video (1); RL for LLMs and verifiable rewards (1); Theory, optimization, and sampling (1)",7: reinforcement learning / reinforcement / policy / rl (1),"AXXX (1); AXXX, MIRIAI (1); Moscow Independent Research Institute of Artificial Intelligence (1)"
"AXXX, MIRIAI",Other / unknown,1,0,0,30,30.0,3,3,0.00011488,Theory (1),"Agents, tools, and computer use (1); Memorization, evaluation, and generalization (1); Multimodal, vision-language, and video (1); RL for LLMs and verifiable rewards (1); Theory, optimization, and sampling (1)",7: reinforcement learning / reinforcement / policy / rl (1),"AXXX (1); AXXX, CogAILab (1); Moscow Independent Research Institute of Artificial Intelligence (1)"
Leibniz Institute for Prevention Research and Epidemiology - BIPS,Other / unknown,1,0,0,4,4.0,0,4,0.00011488,Social Aspects (1),"Interpretability and mechanistic analysis (1); Safety, alignment, governance, and risk (1)",23: interpretability / accountability / transparency / transparency interpretability (1),Bielefeld University (1); Leibniz Institute for Prevention Research and Epidemiology – BIPS (1); Leibniz Institute for Prevention Research and Epidemiology – BIPS & University of Bremen (1); Meta (1)
Leibniz Institute for Prevention Research and Epidemiology – BIPS,Other / unknown,1,0,0,4,4.0,0,4,0.00011488,Social Aspects (1),"Interpretability and mechanistic analysis (1); Safety, alignment, governance, and risk (1)",23: interpretability / accountability / transparency / transparency interpretability (1),Bielefeld University (1); Leibniz Institute for Prevention Research and Epidemiology - BIPS (1); Leibniz Institute for Prevention Research and Epidemiology – BIPS & University of Bremen (1); Meta (1)
Leibniz Institute for Prevention Research and Epidemiology – BIPS & University of Bremen,Academia,1,0,0,4,4.0,0,4,0.00011488,Social Aspects (1),"Interpretability and mechanistic analysis (1); Safety, alignment, governance, and risk (1)",23: interpretability / accountability / transparency / transparency interpretability (1),Bielefeld University (1); Leibniz Institute for Prevention Research and Epidemiology - BIPS (1); Leibniz Institute for Prevention Research and Epidemiology – BIPS (1); Meta (1)
Institute for AI Policy and Strategy (IAPS),Other / unknown,1,0,0,0,0.0,0,7,0.00011484,Social Aspects (1),"Safety, alignment, governance, and risk (1)",28: position / ai / position paper / argues (1),"ETH Zurich (1); Jinesis Lab (1); MPI & UToronto (1); MPI for Intelligent Systems Tübingen, Germany (1); University of Michigan (1); University of Toronto (1); Vector Institute (1)"
Jinesis Lab,Other / unknown,1,0,0,0,0.0,0,7,0.00011484,Social Aspects (1),"Safety, alignment, governance, and risk (1)",28: position / ai / position paper / argues (1),"ETH Zurich (1); Institute for AI Policy and Strategy (IAPS) (1); MPI & UToronto (1); MPI for Intelligent Systems Tübingen, Germany (1); University of Michigan (1); University of Toronto (1); Vector Institute (1)"
DiffLogic Inc,Other / unknown,1,0,0,8,8.0,0,3,0.00011454,Probabilistic Methods (1),"Diffusion, flow, and generative modeling (1); Memorization, evaluation, and generalization (1); RL for LLMs and verifiable rewards (1); Theory, optimization, and sampling (1)",9: theory / algorithm / optimal / regret (1),SLAC National Laboratory (1); Stanford University (1); University of Salzburg (1)
SLAC National Laboratory,Other / unknown,1,0,0,8,8.0,0,3,0.00011454,Probabilistic Methods (1),"Diffusion, flow, and generative modeling (1); Memorization, evaluation, and generalization (1); RL for LLMs and verifiable rewards (1); Theory, optimization, and sampling (1)",9: theory / algorithm / optimal / regret (1),DiffLogic Inc (1); Stanford University (1); University of Salzburg (1)
University of Salzburg,Academia,1,0,0,8,8.0,0,3,0.00011454,Probabilistic Methods (1),"Diffusion, flow, and generative modeling (1); Memorization, evaluation, and generalization (1); RL for LLMs and verifiable rewards (1); Theory, optimization, and sampling (1)",9: theory / algorithm / optimal / regret (1),DiffLogic Inc (1); SLAC National Laboratory (1); Stanford University (1)
RelationalAI,Other / unknown,1,0,0,3,3.0,1,3,0.00011446,Deep Learning (1),"Agents, tools, and computer use (1); LLM reasoning and test-time compute (1); Theory, optimization, and sampling (1)",1: language / language models / llms / large language (1),Centro Nacional de Inteligencia Artificial (1); Pontificia Universidad Catolica de Chile (1); Pontificia Universidad Católica (1)
"The Chinese University of Hongkong, Shenzhen",Academia,1,0,0,2,2.0,1,8,0.00011441,Applications (1),"AI for science, health, and biology (1); Agents, tools, and computer use (1); LLM reasoning and test-time compute (1); Memorization, evaluation, and generalization (1)",15: physics / chemistry / earth / applications chemistry (1),"Allen Institute for AI (1); Caltech (1); ETH Zurich (1); Peking University (1); UCSD (1); University of California San Diego (1); University of California, Los Angeles (1); University of California, San Diego (1)"
Graduate University for Advanced Studies,Academia,1,0,0,0,0.0,0,4,0.00011403,Applications (1),"Memorization, evaluation, and generalization (1)",29: speech / audio / applications language / speech dialog (1),Kyoto University (1); NINJAL / TohokuU / RIKEN (1); Sakana AI (1); The University of Tokyo (1)
NINJAL / TohokuU / RIKEN,Other / unknown,1,0,0,0,0.0,0,4,0.00011403,Applications (1),"Memorization, evaluation, and generalization (1)",29: speech / audio / applications language / speech dialog (1),Graduate University for Advanced Studies (1); Kyoto University (1); Sakana AI (1); The University of Tokyo (1)
VIVO,Other / unknown,1,0,0,22,22.0,4,7,0.00011394,Applications (1),"Agents, tools, and computer use (1); Diffusion, flow, and generative modeling (1); Memorization, evaluation, and generalization (1); Multimodal, vision-language, and video (1); Theory, optimization, and sampling (1)",10: 3d / vision / applications computer / computer vision (1),"Great Bay University (1); Hangzhou VIVO Information Technology Co., Ltd (1); The Chinese University of Hong Kong (1); University of Macau (1); Vivo (1); Xidian University (1); vivo Mobile Communication (Hangzhou) Co., Ltd. (1)"
"vivo Mobile Communication (Hangzhou) Co., Ltd.",Other / unknown,1,0,0,22,22.0,4,7,0.00011394,Applications (1),"Agents, tools, and computer use (1); Diffusion, flow, and generative modeling (1); Memorization, evaluation, and generalization (1); Multimodal, vision-language, and video (1); Theory, optimization, and sampling (1)",10: 3d / vision / applications computer / computer vision (1),"Great Bay University (1); Hangzhou VIVO Information Technology Co., Ltd (1); The Chinese University of Hong Kong (1); University of Macau (1); VIVO (1); Vivo (1); Xidian University (1)"
Bach Khoa University (HCMUT),Academia,1,0,0,0,0.0,0,3,0.00011352,Deep Learning (1),"Diffusion, flow, and generative modeling (1); Systems, efficiency, and compression (1); Theory, optimization, and sampling (1)",22: gradient / networks / optimization / neural networks (1),"Ho Chi Minh City University of Technology (1); Ho Chi Minh City University of Technology, VNU - HCM (1); National University of Singapore (1)"
Ho Chi Minh City University of Technology,Academia,1,0,0,0,0.0,0,3,0.00011352,Deep Learning (1),"Diffusion, flow, and generative modeling (1); Systems, efficiency, and compression (1); Theory, optimization, and sampling (1)",22: gradient / networks / optimization / neural networks (1),"Bach Khoa University (HCMUT) (1); Ho Chi Minh City University of Technology, VNU - HCM (1); National University of Singapore (1)"
"Ho Chi Minh City University of Technology, VNU - HCM",Academia,1,0,0,0,0.0,0,3,0.00011352,Deep Learning (1),"Diffusion, flow, and generative modeling (1); Systems, efficiency, and compression (1); Theory, optimization, and sampling (1)",22: gradient / networks / optimization / neural networks (1),Bach Khoa University (HCMUT) (1); Ho Chi Minh City University of Technology (1); National University of Singapore (1)
Seoul National Univeristy,Other / unknown,1,0,0,0,0.0,0,3,0.00011352,Applications (1),"AI for science, health, and biology (1); Memorization, evaluation, and generalization (1); Safety, alignment, governance, and risk (1)",17: representation / machine learning / machine / general (1),Korea Institute of Science and Technology (1); Seoul National University (1); seoul national university (1)
seoul national university,Academia,1,0,0,0,0.0,0,3,0.00011352,Applications (1),"AI for science, health, and biology (1); Memorization, evaluation, and generalization (1); Safety, alignment, governance, and risk (1)",17: representation / machine learning / machine / general (1),Korea Institute of Science and Technology (1); Seoul National Univeristy (1); Seoul National University (1)
